zipcode,pdb_org_id,country,org_id,url,address,name,state,city
4031,16401,PH,16401,http://uplb.edu.ph,"College
Batong Malake",University of the Philippines Los Banos,Laguna,Los Banos
00000,16402,CR,16402,http://www.coopeguanacaste.com,Santa Cruz,COOPERATIVA DE ELECTRIFICACIÓN RURAL DE GUANACASTE R.L.,Guanacaste,Santa Cruz
42520,16403,ES,16403,http://www.netports.cat,"C/Hierro Labernia 2, Baixos",Netports S.L.,Tarragona,Roquetes
8000,16404,BG,16404,https://iptelecom.bg/,"floor 2, 2 Vasil Aprilov",IP Telecom Bulgaria,,Burgas
,16405,,16405,,,COMUNICACIONES Y SERVICIOS SRL,,
60130-240,16406,BR,16406,https://etice.ce.gov.br,Avenida Pontes Vieira 220 - São João do Tauape,EMPRESA DE TECNOLOGIA DA INFORMACAO DO CEARA-ETICE,CEARA,Fortaleza
1000,16407,BE,16407,https://www.myown.eu,"Rue de la Presse, 4",MyOwn sprl,,Brussels
254,16408,KE,16408,http://www.fon.co.ke,Royal office 5th Floor Mogotio Rd Westlands,Frontier Optical Networks Ltd,Nairobi,Nairobi
65-138,16409,PL,16409,http://www.terratelekom.pl/,Poznańska 20C,TERRA TELEKOM SP. Z O.O.,lubuskie,Zielona Góra
3527,16411,HU,16411,http://pr.hu/,"Miskolc
József Attila út 45.",PR-TELECOM Zrt.,Borsod-Abaúj-Zemplén,Miskolc
,16412,,16412,,,Swaziland PTC,,
,16413,,16413,,,CMET SACI,,
92660,16414,US,16414,http://voxologycarrier.com/,"5000 Birch Street
Suite 3000",VOXOLOGY CARRIER SERVICES,CA,Newport Beach
,16416,BR,16416,http://www.sertaovirtual.net.br,"Rua Santa Terezinha, 438",SERTAO VIRTUAL LTDA ME,Pernambuco,Moreilândia
781022,16417,IN,16417,http://www.catlabroadband.in,"H.No.257,Panjabari Road
6Mile",Catla IT and Engg.Co.Pvt.Ltd.,Assam,Guwahati
14607,16418,US,16418,https://hostbrew.com,"620 Park Ave
Suite 396","HostBrew, LLC",NY,Rochester
,16419,,16419,,,networkers.pl Sp. z o.o.,,
422002,16420,IN,16420,http://mmcinternet.in,"8B Nilkamal
Pandit Colony",MAHA Mediacom LLP,Maharashtra,Nashik
,16421,,16421,,,Hami Fannavaran Sarzamin Pars Company,,
,16422,,16422,,,BUSINESSINCLOUD Sp. z o.o.,,
,16423,BR,16423,http://www.diatel.com.br,,DIATEL TELECOMUNICACOES E COMERCIO LTDA - ME,São Paulo,Catanduva
221-0052,16424,JP,16424,https://www.netforest.ad.jp/,"5-1 Sakae-cho, Kanagawa-ku
Yokohama Creation Square 16F","Netforest, Inc.",Kanagawa,Yokohama
,16425,,16425,,,Utsunomiya Cable TV Corporation,,
91056,16426,DE,16426,https://www.f1-consult.com,Am Leitenbruennlein 22,F1-Consult GmbH & Co. KG,Bayern,Erlangen
,16427,,16427,,,Nova Scotia Department of Education,,
BH24 3BA,16428,GB,16428,http://www.psdgroup.co.uk,"Suite 5, Hillfields House
Castleman Way",PSD Group,Hampshire,Ringwood
,16429,DE,16429,https://as206226.net/,,Fritz Grimpen,,
,16431,,16431,,,QCS Group,,
380015,16432,IN,16432,https://dishawaves.com,"302, Matrix
Near Divyabhaskar, Corporate Road, Prahlad Nagar",DISHAWAVES INFONET PVT. LTD.,Gujarat,Ahmedabad
43619,16433,US,16433,http://www.buckeyebroadband.com,2700 Oregon Road,"Buckeye Cablevision, Inc.",Ohio,Northwood
29731,16434,US,16434,http://www.comporium.com,330 E Black St.,"Comporium, Inc.",SC,Rock Hill
6300,16435,CH,16435,https://www.byteworks.ch/,Baarerstrasse 112,Byteworks GmbH,ZG,Zug
15650-000,16436,BR,16436,http://www.networkfibra.com.br,"Av. Amazonas, 481, Centro",GM NETWORK TELECOMUNICACOES LTDA - ME,São Paulo,Estrela d Oeste
48307,16437,US,16437,http://route256.com,"805 Oakwood Dr
Suite 111",Route 256 LLC,MI,Rochester
V5A 0C5,16438,CA,16438,http://www.robsoninc.com,201 - 8525 Baxter Place,Robson Communications Inc.,BC,Burnaby
,16439,,16439,,,GameFast,,
98-335,16440,PL,16440,http://margonet.pl,Patnow 30,Margonet S.C. Przemyslaw Parzyjagla i Marcin Janik,,Patnow
8450,16441,NO,16441,http://www.nordfiber.no,"Nordnesveien 3
8450 Stokmarknes",Nordfiber AS,Nordland,Stokmarknes
41-200,16442,PL,16442,http://www.interplus.com.pl,Pawia 2,"P.P.U.H. INTERPLUS M.Mrozek, R.Wozniak Sp. J.",Slaskie,Sosnowiec
50677,16443,DE,16443,https://www.placetel.de,,Broadsoft Germany GmbH,North Rhine-Westphalia,Cologne
2060,16444,AU,16444,https://christiesystems.com.au,100 Walker St,Christie Systems Services,NSW,North Sydney
32-043,16446,PL,16446,http://gigainternet.pl,Pl. Konstytucji 3 Maja 6,FIRMA HANDLOWA GIGA ARKADIUSZ KOCMA,,Skała
,16447,,16447,,,Airmax Internet Private Limited,,
,16448,,16448,,,ELTA KABEL d.o.o.,,
,16450,,16450,,,Nigerian Research and Education Network Limited by Guarantee,,
560092,16451,IN,16451,http://edigital.co.in/,"No.36, S M Arcade, Jakkur Main Rd
Amruthahalli",E-Infrastructure and Entertainment India Pvt. Ltd,Karnataka,Bangalore
,16452,,16452,,,Dheera Net Services Pvt. Ltd.,,
,16453,,16453,,,Centro de Informacoes Tecnologia de Macau,,
664033,16454,RU,16454,http://baikal-telecom.ru,"Lermontova-130
bld 2, off.331",Baikal-Telecom Ltd.,Russia,Irkutsk
,16455,,16455,,,Dream Net Ltd,,
02116,16456,US,16456,http://emerson.edu,120 Boyston St,Emerson College,MA,Boston
,16457,,16457,,,LAN CHILE (Lineas Aereas de Chile),,
88540000,16458,BR,16458,https://www.networkinformatica.net/,Rua Bahia Nº39 Sala02,NETWORK DIGITAL LTDA,SC,Otacílio Costa
ST15 8AU,16460,GB,16460,http://www.internetty.uk,"Unit 2
High Street",Internetty Ltd,Staffordshire,Stone
,16461,,16461,,,"The Rocket Science Group, LLC",,
664039,16462,RU,16462,https://baikal-ix.ru/,"Tereshkovoy street 37, office 23",0km LTD,,Irkutsk
2800,16463,DK,16463,https://k-net.dk/,"Anker Engelunds Vej 101E, 1.
C/O Polyteknisk KollegieSelskab",K-Net Association,,Kgs. Lyngby
7672GD,16464,NL,16464,https://www.sourcexs.nl,Koningsweg 6A,Source XS B.V.,Overijssel,Vriezenveen
4000,16465,AU,16465,https://www.shine.com.au,"Level 13
160 Ann Street",Shine Corporate Ltd,Queensland,Brisbane
530016,16466,IN,16466,http://www.vbctv.in,"#47-10-20, Flat No. 401 , 4th floor,
Dwaraka Plaza , Dwaraka Nagar",VIZAG BROADCASTING COMPANY PVT. LTD,Andhra Pradesh,Visakhapatnam
38-400,16467,PL,16467,https://stimo.net,Prezydenta Ryszarda Kaczorowskiego 6,Stimo Sp. z o.o.,podkarpackie,Krosno
,16468,,16468,,,"Beijing Guanghuan Xinwang Digital Technology Co., LTD.",,
,16469,,16469,,,Gigantic Internet Services Pvt. Ltd.,,
,16470,,16470,,,Wi-Bro Solutions Pvt. Ltd,,
29580-000,16471,BR,16471,http://netdrp.com.br,"Rua Doutor Paulo Barros N 115
LOJA 1",NETDRP SERVIOS DE INTERNET LTDA.,Espirito Santo,Dores do Rio Preto
85710-000,16472,BR,16472,http://www.fibernet.net.br,Av Brasil 442,FiberNet Telecomunicacoes,Parana,Santo Antonio do Sudoetes
201001,16473,IN,16473,http://netwayinternet.co.in,"42 Krishna Nagar Ghaziabad
Meerut Delhi Road Ghaziabad",Netway Internet Pvt Ltd,up west,Ghaziabad
5300,16474,AR,16474,http://www.iparatodos.com.ar,Av. Facundo Quiroga 947,La Rioja Telecomunicaciones SAPEM,La Rioja,La Rioja
,16475,,16475,,,STAR NET - PROVEDOR E SERVICOS DE INTERNET LTDA,,
B1P 1J7,16476,CA,16476,http://swarmio.media,295 George St Suite 102,Ubique Networks,Nova Scotia,Sydney
89119,16477,US,16477,http://www.rootnetworks.com,,"Root Networks, LLC",NV,Las Vegas
72900-334,16479,BR,16479,http://camoninternet.com.br,"Quadra 49 Lote 04 Loja 01, 01, Centro",CMA MULTIMIDIA TELECOMUNICACAOES LTDA,Goias,Santo Antonio do Descoberto
,16480,,16480,,,Emdadul Huq Khan t/a Talmuri Computer System,,
,16481,FR,16481,http://emeriaud.fr,,PIERRE EMERIAUD,,
91504-1052,16482,US,16482,https://ops.dwx.network,7500 N Glenoaks Blvd,DWX Networks,CA,Burbank
19702,16483,US,16483,https://rixcloud.com,2035 Sunset Lake RoadSuite B-2,Deprecated,Delaware,Newark
35000,16485,FR,16485,https://www.breizh-ix.net/,15 boulevard René Laënnec,BreizhIX,Bretagne,Rennes
,16486,,16486,,,Uslugi Transportowe I Internetowe Trans-Net Grzegorz Goj,,
35140,16487,FR,16487,https://www.grifon.fr/,3 allée de la croix divel,Association GRIFON,France,Saint aubin du cormier
76-251,16489,PL,16489,http://www.aganet.pl,Sierakowo 31A,AgaNet Agata Goleniewska,,Kobylnica
,16490,,16490,,,CJSC Orient-Telecom,,
,16491,,16491,,,Speed Max Telecomunicação,,
45700-000,16492,BR,16492,http://www.maiqvox.com.br,RUA ZEFERINO SILVEIRA FILHO Nº 255,MAIQVOX TELECOM,Brazil,"Maiquinique,Ba"
1101BA,16493,NL,16493,http://www.vimexx.nl,Hoogoorddreef 9,Vimexx,Noord-Holland,Amsterdam
695009,16494,IN,16494,http://www.kingsbroadband.net,"Anjanam, TC 69/1530(3) Chekkittavilakam, Attukal Road, Manacaud.P.O.",Kings Broadband Pvt Ltd,Kerala,Trivandrum
,16495,,16495,,,P3 Telecom Ltda,,
36.800.000,16496,BR,16496,http://www.carangola.com.br,"Rua Santa Luzia, 63
Sala 04 - Centro",CHECK-UP NET TETELCOM,MG,Carangola
74477-220,16497,BR,16497,http://bandaa.com.br,"Rua CP 58 Qd.70 Lt.19 Conjunto Primavera
N01",BANDA A TELECOMUNICAOES LTDA ME,Goias,Goiania
,16498,SE,16498,https://www.adminor.net,,Adminor Aktiebolag,,Stockholm
,16499,,16499,,,"BetaForward, Inc",,
44702,16500,US,16500,http://www.lsti.net,"401 Market Ave N
LL Suite C","LightSpeed Technologies, LLC",OH,Canton
5000,16501,AU,16501,https://www.caznet.com.au,172 Morphett Street,Caznet Pty Ltd,South Australia,Adelaide
,16503,IN,16503,http://www.conexiaworld.com,,MNR Broadband Services Pvt. Ltd.,,
,16504,IN,16504,http://fusionnet.in,"Plot no-16-17
Sector 135",Fusionnet Web Services Private Limited,UP,Noida
NO-9010,16505,NO,16505,http://www.bbft.no,Stakkevollvegen 35/37,Bredbandsfylket AS,Troms,Tromsø
DK-9220,16506,DK,16506,http://www.netic.dk,Alfred Nobels Vej 27,Netic A/S,,Aalborg
34225,16507,DE,16507,http://www.darc.de/,Lindenallee 4,DARC e.V.,,Baunatal
,16508,,16508,http://www.tamartelecommunications.co.uk,,Kalnet4u Ltd,,
,16509,,16509,,,SERVICOOP,,
,16510,,16510,,,NETLLAR SL,,
110017,16511,IN,16511,http://www.webridersinternet.com,"E5/9
Malviya nagar",Webriders Internet Pvt Ltd,Delhi,New delhi
,16512,,16512,http://www.bidtellect.com,,Bidtellect Inc.,,
831 06,16513,SK,16513,https://www.skhosting.eu,"Závadská 16A
831 06 Bratislava",skHosting.eu s.r.o.,Bratislavský Kraj,Bratislava
25125,16514,IT,16514,http://www.eleusi.com,Via Liguria 5,S.P.E.Sistemi e Progetti Elettronici sas,BS,Brescia
,16515,,16515,,,GEOCITY NETWORK SOLUTIONS PVT LTD,,
400093,16516,IN,16516,http://www.pacenet-india.com/,"A/601-603, Everest Grande, Opp Ahura center, Mahakali Caves Road,Andheri (East), Mumbai - 400093, INDIA",Broadband Pacenet India Pvt. Ltd,Maharastra,Mumbai
,16517,,16517,http://histate.net/,,Histate Global,,
,16518,FR,16518,http://ceriz.fr,,CERIZ SASU,,Pontoise
1531AX,16519,NL,16519,http://www.dataone.nl,Bruynvisweg 11,Dataone BV,Noord-Holland,Wormer
,16521,,16521,,,W B DE ANDRADE TELECOMUNICAÇÕES E INFORMÁTICA,,
95110,16522,US,16522,http://www.nutanix.com,1720 Technology Dr. #150,"Nutanix, Inc",CA,San Jose
023647,16523,RO,16523,https://www.nav.ro,Ricinului 120-124,NAV COMMUNICATIONS SRL,District 2,Bucharest
37558-735,16525,BR,16525,http://www.conexaoi9.com.br,"Rua Major Querino, 85
Residencial Santa Rita",CONEXAO INOVE TELECOMUNICAES LTDA ME,MG,Pouso Alegre
,16526,,16526,,,Innet Technologies Sdn Bhd,,
25-116,16527,PL,16527,http://www.fortes.pl,ul. Ściegiennego 177,"Przedsiebiorstwo Informatyczne FORTES J.Wasik, K.Niziolek Sp. j.",,Kielce
,16528,,16528,,,Cassava Enterprises Ltd.,,
,16529,,16529,,,circular Informationssysteme GmbH,,
T6L 3T7,16530,CA,16530,https://generic.business,3703 46 ST NW,Generic dot Business Ltd.,Alberta,Edmonton
410000,16531,RU,16531,http://east-telecom.ru/,Bolshaya Kazachya st. 6,Mezhdugorodnyaya Mezhdunarodnaya Telefonnaya Stanciya Ltd.,,Saratov
EC1V 1NY,16532,GB,16532,http://www.luminet.co.uk,"2 ANGEL SQUARE
ISLINGTON",Luminet Data Limited,London,London
700071,16534,IN,16534,http://www.meghbelabroadband.com,"2no, Ho-Chi-Minh Sarani,",Meghbela Cable & Broadband Services Pvt. Ltd,West Bengal,Kolkata
18970000,16535,BR,16535,http://www.cednet.com.br,"Rua Acácia 734, Jardim das Paineiras",CEDNET PROVEDOR DE INTERNET LTDA,São Paulo,Chavantes
0000,16536,BO,16536,http://www.entel.bo,"Calle Federico Suazo 1771
Calle Ayacucho 267",Entel S.A. - EntelNet,,La Paz
201308,16537,IN,16537,http://www.bntpl.com,,Bright Net Technologies Pvt Ltd,uttar pradesh,Greater noida
79800000,16538,BR,16538,http://www.hokinet.com.br,"Rua Major Capile, 6555 Jardim São Francisco",C. HOKI DA COSTA E CIA LTDA - ME,MS,Dourados
29375-000,16539,BR,16539,http://www.novatecnet.com.br/,Av Domingos Perim. N 249,Novatec Telecom Ltda ME,ES,Venda Nova do Imigrante
60608-2013,16540,US,16540,http://www.simplecarrier.net,1608 S. Ashland Ave Suite 78795,Simple Carrier LLC,IL,Chicago
83065150,16541,BR,16541,http://www.sitnet.com.br,"Rua Alfredo Pinto, 1955",Sitnet Provider,Paraná,São José dos Pinhais
,16542,LB,16542,https://www.lebarmy.gov.lb,Rihanieh,Lebanese Armed Forces,,Baabda
,16543,HK,16543,,,Huajuan,,
1204,16544,BD,16544,http://alphabroadway.com,"43, 5th Floor, Chawdhury Shopping Mall
Tikatuli, Dhaka-1204",Alpha Broadway System,Dhaka,Dhaka
,16545,,16545,,,Farhang Azma Communications Company LTD,,
69229,16547,FR,16547,https://www.chu-lyon.fr,3 quai des Celestins,Hospices civils de Lyon,Métropole De Lyon,LYON
,16548,CI,16548,https://www.mtn.ci/,"01 BP 3865 ABIDJAN 01 - Côte d'Ivoire
12 avenue Crosson Duplessis, Le Plateau, Abidjan Côte d'Ivoire",MTN Cote d'Ivoire S.A,,ABIDJAN - Plateau
12305,16549,KH,16549,http://www.yes.com.kh,"#149, Str. 432, Boeung Trabek, Chamkarmorn, PP",SOUTH EAST ASIA TELECOM (Cambodia),,Phnom Penh
95630000,16550,BR,16550,http://grupopowerserv.com.br,,Powerserv Internet,Rio Grande do Sul,Parobe
344022,16551,RU,16551,http://ipsvyaz.com,"Myasnikova, 54",IP-svyaz LLC,DPR,Rostov-na-Donu
125319,16552,RU,16552,http://www.level-net.com,somewhere in M9,Level-MSK LLC,,Moscow
7500010,16553,CL,16553,http://www.orbyta.cl,"La Concepción 141, oficina 101",Orbyta S.A.,Providencia,Santiago
85137,16555,US,16555,https://www.coppernet.net,"331 W Alden Rd
PO Box 358",CopperNet Systems Inc,AZ,Kearny
400022,16556,IN,16556,http://www.marsentech.com,"17B/8, New Sion CHS, Opp. old SIES College,
Sion West,",Mars Entech Private Limited,MH,Mumbai
04468,16557,US,16557,http://www.nnenix.net,20 Penobscot Street,NNENIX,ME,Old Town
59800,16558,FR,16558,http://www.group-dis.com,28 rue des arts,DIRECT INFO SERVICE SAS,,LILLE
9002,16559,BG,16559,https://www.fixity.com,,FIXITY LLC,,Varna
,16560,,16560,,,FINLAB Limited,,
1000,16561,SI,16561,http://www.akton.net,Dunajska 9,Akton d.o.o.,,Ljubljana
,16562,DE,16562,https://www.joey-network.de,,Joey-Network,,
7600,16563,AR,16563,http://www.cooperativamdp.com.ar,"Alberti 3600
ALBERTI 3600","COOP. DE PROVISIÓN DE ELECTRICIDAD, SERVICIOS, VIVIENDA Y CRÉDITO DE MAR DEL PLATA LTDA",BUENOS AIRES,mar del plata
,16564,,16564,,,Advanced 365 LTD,,
,16565,LB,16565,http://www.switch.net.lb,Keserwan,Switch Telecom s.a.r.l,,
G41 1HJ,16567,GB,16567,http://www.ultranetworks.co.uk,"Caledonia House
89 Seaward Street",UltraNetworks Limited,,Glasgow
4520,16569,DK,16569,http://www.fibia.dk,Hovedgaden 36,Fibia P/S,,Svinninge
68.505-420,16570,BR,16570,http://www.sknett.com.br,"Folha 19 , Quadra 17, Lote 17",SKORPION SISTEMA DE TELECOMUNICAÇÕES LTDA,Pará,Marabá
97401-2959,16571,US,16571,http://www.emeraldbroadband.com,859 Willamette St Ste 250,"Emerald Broadband, LLC",OR,Eugene
4026,16572,PH,16572,http://royalcable.com.ph/,"Ragasa Bldg. Brgy. Parian, Calamba City Laguna
3rd Floor Morales Bldg., San Antonio, Biñan",RoyalCable,Laguna,Santa Rosa
1105,16573,LB,16573,http://www.farahnet.net.lb,Corniche El-Marzaa Riviera Center,Farahnet,Marzaa,Beirut
53619,16574,DE,16574,https://www.opteamax.de,Simrockstr. 4b,Opteamax Infrastructure GmbH,,Rheinbreitbach
,16575,,16575,,,Roke Investments International Ltd,,
400029,16576,IN,16576,http://www.inetmumbai.com,"8,mariyam bai house,old cst road,kalina,santacruz east",Inetwork Solutions Pvt Ltd,maharashtra,mumbai
364001,16577,IN,16577,http://www.sancaharonline.net,"116 Madhav Darshan
Waghawadi Road",Sanchar Telenetwork Pvt Ltd.,Gujarat,Bhavnagar
400058,16578,IN,16578,http://www.airnetnetworks.com,"701/1, Andheri Kamgar Nagar , Four bunglow <
Andheri west, Mumbai 58",Airnet Cable And Datacom Pvt Ltd,Maharashtra,Mumbai
400104,16579,IN,16579,http://www.vortexnetsol.com,"Shop No.2, Plot No. 153, Mandor Heights, Road No.1,
Jawahar Nagar, Goregaon West",Vortex Netsol Private Limited,Maharashtra,Mumbai
72.915-099,16580,BR,16580,http://www.mcdtelecom.com.br,"Quadra 38 Lote 2/3 - Jardim Brasilia
Aguas Lindas",MCD INFORMATICA E TELECOMUNICACOES LTDA - ME,Distrito Federal,Brasilia
,16581,,16581,,,Universidad de Ibague,,
1826,16582,AR,16582,http://www.unla.edu.ar,29 de Septiembre 3901,UNIVERSIDAD NACIONAL DE LANUS,Lanus,Remedios de Escalada
01189,16583,DE,16583,https://www.ibh.de/,"Heilbronner Str. 20
01189 Dresden",IBH IT-Service GmbH,Dresden,Dresden
,16584,,16584,,,Photronics Inc.,,
,16585,,16585,,,Red digital de telecomunicaciones de las islas baleares SL,,
,16586,,16586,,,"DIGITAL VIRGO ESPANA, S.A.",,
,16587,US,16587,https://igloo.to,,June Slater,California,Santa Rosa
,16588,,16588,,,"Accurate Automation, Inc.",,
,16589,UA,16589,http://kyivstar.ua,,Kyivstar PJSC,,
00-075,16590,PL,16590,https://supermedia.pl,"ul. Senatorska 13/15
00-075 Warszawa",SUPERMEDIA Sp. z o.o.,Warszawa,Warszawa
,16591,,16591,,,Libalink SARL,,
,16592,,16592,,,CARA OPERATIONS LIMITED,,
79790000,16593,BR,16593,http://www.fatimavideo.com.br,"Rua Melvin Jones, 1226 - Centro",FATIMA VIDEO ELETRONICA LTDA ME,Mato Grosso do Sul,Fatima do Sul
KT22,16594,GB,16594,https://www.blueskysystems.co.uk/,"Dorset House
297-299 Kingston Road",Blue Sky Systems Limited,Surrey,Leatherhead
63701,16595,US,16595,https://www.druryhotels.com,200 Farrar Drive,DRURYHOTELS,MO,Cape Girardeau
CA3 0JG,16597,GB,16597,http://www.grainconnect.com,"Clifford House
Parkhouse",Grain Connect,Cumbria,Carlisle
,16598,,16598,,,DATA CONSULT SAL,,
07601,16599,US,16599,http://whitelabelitsolutions.com,150 Atlantic Street,WhiteLabel IT Solutions Corp,NJ,Hackensack
,16600,,16600,,,Universitas Brawijaya,,
,16601,,16601,,,INDONESIA RESEARCH AND EDUCATION NETWORK,,
,16602,IN,16602,http://www.gpxglobal.net,,"GPX Global Systems, Inc",,
,16603,,16603,,,Shrisai Enterprises,,
45895,16604,US,16604,https://www.cniteam.com/,"Com Net, Inc
13888 County Rd 25A","Com Net, Inc",Ohio,Wapakoneta
,16605,,16605,,,"Zhengzhou Longling Technology Co., Ltd.",,
43338,16606,,16606,http://Consolidated.coop,5255 State Route 95,Consolidated Cooperative,Ohio,Mount Gilead
,16607,,16607,http://www.cascadetech.org,,Northwest Regional ESD,,
94085,16608,US,16608,https://www.aarki.com/,,"Aarki, Inc.",CA,Sunnyvale
,16609,,16609,,,Angani Limited,,
,16611,BI,16611,http://www.spidernet-bi.com,"Commune Mukaza
Quartier Asiatique, Rue Kirundo N°06",Spidernet SPRL Burundi,Burundi,Bujumbura
57073190,16612,BR,16612,http://www.okeynet.com.br,"Rua Professor Félix Lima Júnior, 117
Clima Bom",OKEY NET LTDA ME,AL,Maceió
2067,16615,AU,16615,http://www.buroserv.com.au,L2 9 HELP STREET,Planet Technology Group Ltd,NEW SOUTH WALES,CHATSWOOD
,16616,,16616,,,XS Media,,
110053,16617,IN,16617,https://nkn.gov.in/,"Delhi IT Park , Block III
Shastri Park",National Knowledge Network,Delhi,New Delhi
85-796,16618,PL,16618,http://www.man.bydgoszcz.pl,Al.Prof.S.Kaliskiego 7,Politechnika Bydgoska,Kujawsko-Pomorskie,Bydgoszcz
2140,16619,BG,16619,http://atlantisnet.bg/,"pl. Neznaen Voin 7
Business Center, office 5",Atlantis Net Ltd.,Sofia,Botevgrad
,16620,MN,16620,http://www.itsystem.mn,,ITSYSTEM LLC,,Ulaanbaatar
83815-5327,16621,US,16621,http://www.intermaxnetworks.com,7400 N Mineral Dr,Newmax LLC,ID,Coeur D Alene
,16622,BR,16622,http://www.nobretelecom.com.br,,nobre telecom ltda,,São Paulo
00300,16623,LK,16623,https://www.lankabell.com,344 Galle Rd,Lanka Bell Limited,Western Province,Colombo
,16624,,16624,,,"Color Image Apparel, Inc.",,
06717126,16625,BR,16625,http://www.nmultifibra.com.br/,"Rua Jose Augusto Pedroso, 288",N-MULTIMIDIA TELECOMUNICACOES LTDA - ME,São Paulo,Cotia
10080,16626,MA,16626,http://www.mtds.com,"14, rue 16 Novembre",MTDS,,Rabat
29152-878,16627,BR,16627,http://www.intervix.net.br,,intervix telecom eireli me,Espirito Santo,Cariacica
,16628,,16628,,,Internet Ulm/Neu-Ulm e.V.,,
01803,16629,US,16629,http://www.endurance.com,10 Corporate Drive,"Endurance International Group, Inc",MA,Burlington
5507,16630,AR,16630,https://www.fibras.com.ar,Acceso Sur 2200,FIBRAS OPTICAS DEL OESTE S.A.,Mendoza,Mayor Drummond
1212,16631,BD,16631,https://www.skytelbd.com/,"Gulshan Avenue, Gulshan 1 Dhaka - 1212, Bangladesh",SkyTel Communications Limited,,Dhaka
,16632,,16632,,,jose nilton de freitas e cia ltda,,
35900693,16633,BR,16633,http://www.waveuptelecom.com.br,"Praça Maricas Magalhães 36 Juca Rosa
Praça Maricas Magalhães 36 Juca Rosa",WAVE UP TELECOM BRASIL-ME,Minas Gerais,Itabira
10105,16634,US,16634,http://www.fortress.com,"1345 Avenue of the Americas
46th Floor",FORTRESS INVESTMENT GROUP LLC,New York,New York
4113,16635,AU,16635,http://www.techproject.com.au,"Brisbane Technology Park
8 Clunies Ross Court",Tech Project Pty Ltd,Queensland,Eight Mile Plains
88210,16636,US,16636,http://www.pvt.com,4011 W. Main,"PVT  Networks, Inc.",NM,Artesia
34330,16637,TR,16637,https://www.saglayici.com,Buyukdere Cad. No:171 Metrocity A Block F:15 Levent,SAGLAYICI Teknoloji Bilisim Yayincilik Hiz. Ticaret Ltd. Sti.,,Istanbul
101,16638,IS,16638,http://www.vortex.is,Skulagata 18,Hringidan ehf,,Reykjavik
81379,16639,DE,16639,http://www.nfon.com,Machtlfinger Strasse 7,NFON AG,,Muenchen
,16640,,16640,http://digitalprovedor.com.br,,Digital Provedor de Internet Ltda,,
43235,16641,US,16641,http://www.youroneit.com,,"OneIT, Inc.",OH,Columbus
02943000,16642,BR,16642,http://disportelecom.com.br,Rua Gonçalves de barros 519,Dispor de Telecomunicaes Ltda,São Paulo,São Paulo
,16643,,16643,,,Nils Steinger,,
422009,16644,IN,16644,http://www.sistomicipl.com,"Shop No. 21 Roongtha Mall Uttam Nagar
Cidco, Nashik 422009",SISTOMIC INTERWEBS PVT LTD,Maharashtra,Nashik
,16645,ZA,16645,https://www.dstv.com,,Multichoice Support Services (Pty) Ltd,Gauteng,Randburg
,16646,,16646,,,Transmog Inc S.A.L,,
,16647,,16647,,,Alvondo AB,,
2623AJ,16648,NL,16648,http://www.openfiber.nl,Kalfjeslaan 66,OPENFIBER B.V.,Zuid Holland,Delft
98108,16649,,16649,https://www.netfortris.com,"5601 6th Ave S, Ste 201",Telekenex Inc,WA,Seattle
1066JR,16650,NL,16650,https://www.comsave.nl/,Thomas R. Malthusstraat 1,Comsave BV,Hoord-Holland,Amsterdam
,16651,,16651,,,"D&P Communications, Inc.",,
2060,16652,AU,16652,http://occom.com.au,"104 Mount St
North Sydney NSW 2060",Occom Pty Ltd,NSW,North Sydney
,16653,,16653,,,Universitetet i Bergen,,
90017,16654,US,16654,http://www.subrigo.net,650 S Grand Ave,SUBRIGO CORPORATION,CA,Los Angeles
,16655,,16655,,,Norwegian University of Science and Technology,,
110078,16656,IN,16656,https://www.pcpli.com/,"OFFICE NO.-3,TOP-FLOOR PLOT NO.-7,VARDHAMA, JP PLAZA,
MLU SEC.-4",Powernet Telecom Pvt. Ltd.,South West Delhi,Dwarka
8004,16657,CH,16657,https://www.aspectra.ch,Weberstrasse 4,Aspectra AG,,Zürich
,16658,,16658,http://www.kkontech.com,50/52 Marina Lagos,KKON Technologies Ltd,,lagos
,16659,,16659,,,PT Arsen Kusuma Indonesia,,
,16660,PE,16660,https://www.colinanet.com,"Miraflores
Lima",COLINANET SRL.,Lima,Lima
59700-000,16661,BR,16661,http://www.connectvip.com.br,"RODOVIA BR 405, 275 - CENTRO",Connectvip Prestação de S. C. M. LTDA - ME,RIO GRANDE DO NORTE,APODI
,16662,,16662,,,LASER PROVEDOR DE INTERNET LTDA - ME,,
,16663,,16663,,,Hot Wave Comercio e Servico de Telecomunicacoes Lt,,
77064,16664,US,16664,http://www.invesco.com,11 Greenway Plaza,"Invesco Group Services, Inc.",TX,Houston
720000,16665,KG,16665,http://megaline.kg,"J.Pudovkina, 138",Megaline Ltd.,,Bishkek
44-117,16666,PL,16666,http://www.multinet.gliwice.pl,Kopernika 47/1a,Multinet Sp. z o.o.,Śląśk,Gliwice
41-300,16667,PL,16667,http://www.fibreo.pl,Rejtana 20,Fibre Tech SA,Śląskie,Dąbrowa Górnicza
1111,16668,LB,16668,http://wavenet-lb.com,Head Office,Wave Net LLC,TRIPOLI,TRIPOLI
210611,16669,MN,16669,http://www.citinet.mn,"Citinet building, Ikh toiruu-21
2nd sub-district, Chingeltei district",STXCitinet LLC,MN,Ulaanbaatar
